SMILES,MolecularWeight,LogP,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(I)cc3)N2Cc4ccccc4,461.085177008,4.600900000000004,4,3,0,29.54
O[C@@H]1CC[C@H](CC1)Oc2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F,431.11151890800005,4.417900000000003,5,6,2,84.34
Fc1cccc(F)c1c2nc(cs2)C(=O)Nc3cnccc3OC4CCCCC4,415.116604288,5.447100000000003,5,5,1,64.11
CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,368.142218812,4.4013000000000035,4,2,0,23.55
CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,368.142218812,4.4013000000000035,4,2,0,23.55
N[C@@H]1CCN(C1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N,452.199445136,2.41998,6,7,3,124.13999999999999
CN(C)C1CCN(C1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N,480.230745264,3.0228800000000007,7,7,2,101.35999999999999
NS(=O)(=O)c1ccc(cc1)c2no[n+]([O-])c2c3ccccc3,317.04702683200003,1.2894000000000003,3,5,1,113.13000000000001
NS(=O)(=O)c1ccc(cc1)c2c(no[n+]2[O-])c3ccccc3,317.04702683200003,1.2894000000000003,3,5,1,113.13000000000001
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NCC\C=C\c7ccc(Cl)cc7,518.23362066,5.182600000000005,8,5,1,50.800000000000004
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NCC\C=C\c7ccc(Cl)cc7,504.21797059600004,4.879600000000004,7,5,2,61.800000000000004
CC(C)C[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc2ccccc2)[C@](C)(CC=C)C(=O)NO,499.34100692,4.550600000000003,14,4,4,107.53000000000002
CC(C)C[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc2ccc(cc2)S(=O)(=O)N)[C@](C)(CC=C)C(=O)NO,578.313806192,3.198000000000002,15,6,5,167.69
CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2C(=O)CN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)NCC(=O)N[C@@H](CO)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N,1957.9369697039986,-6.945699999999959,57,26,25,793.5900000000001
CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)NCC(=O)N[C@@H](CO)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)O,2659.2601542680004,-9.955399999999921,85,37,36,1126.34
COCCN(C)c1cccc(n1)c2cc(NC(=O)C)nc(n2)n3nc(C)cc3C,395.2069730400001,2.3821400000000006,7,8,1,98.05999999999999
CN(C)c1cccc(n1)c2cc(NC(=O)C)nc(n2)n3nc(C)cc3C,351.18075829200006,2.36554,4,7,1,88.83
CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N,516.113726488,2.0657,9,6,4,164.53
NS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N,553.0759610759999,0.7226999999999997,10,7,5,207.61999999999998
CCc1nc2c3[nH]c(C)nc3c4[nH]c(CC)nc4c2[nH]1,268.143644512,2.7487200000000005,2,3,3,86.03999999999999
CCc1nc2c3[nH]c(CC)nc3c4[nH]c(CC)nc4c2[nH]1,282.159294576,3.002700000000001,3,3,3,86.03999999999999
o1cccc1c2nc3[nH]ncc3cc2c4ccncn4,263.080709908,2.6749,2,5,1,80.49
Nc1n[nH]c2nc(c3occc3)c(cc12)c4ccncn4,278.09160894,2.2570999999999994,2,6,2,106.51
COc1ccc(cc1)c2cc(on2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(Cl)cc5)N4C,408.1604557200001,5.737500000000005,4,4,0,38.50000000000001
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)c(C)c3)c4onc(c4)c5ccccc5,392.16554110000004,6.037320000000006,3,3,0,29.270000000000003
Clc1cccc(N2CCN(CCCCc3cn(nn3)c4ccn5ncc(C=O)c5c4)CC2)c1Cl,497.14976378000006,4.179200000000003,8,8,0,71.56
Clc1cccc(N2CCN(CCCCc3cn(nn3)c4ccn5nccc5c4)CC2)c1Cl,469.1548491600001,4.366700000000003,7,7,0,54.489999999999995
OC1(C[C@@H]2CC[C@H](C1)N2CCCCc3ccc(F)cc3)c4ccc(Cl)cc4,387.176520384,5.316400000000005,6,2,1,23.47
OC1(CC2CCC(C1)N2CCCCc3ccc(F)cc3)c4ccc(Cl)cc4,387.176520384,5.316400000000005,6,2,1,23.47
NCCCN(C\C=C\c1ccccc1)C(=O)Cc2c[nH]c3ccccc23,347.19976242,3.601200000000002,8,2,2,62.12
C\C(=C/c1ccccc1)\CN(CCCN)C(=O)Cc2c[nH]c3ccccc23,361.215412484,3.9913000000000016,8,2,2,62.12
Cc1ccc(OCCCN(Cc2oc(\C=C\C(=O)NO)cc2)Cc3ccccc3)cc1,420.204907376,4.577920000000003,11,5,2,74.94
ONC(=O)\C=C\c1oc(CN(CCCOc2ccccc2)Cc3ccccc3)cc1,406.189257312,4.269500000000004,11,5,2,74.94
NC(=N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)CCC(=O)NCCCC[C@@H](NC(=O)[C@@H](Cc5c[nH]c6ccccc56)NC1=O)C(=O)N,903.450391164,0.32497000000001147,11,9,12,324.0599999999999
CCCC[C@@H](NC(=O)C)C(=O)N[C@@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)[C@H](Cc6c[nH]cn6)NC1=O)C(=O)N,1073.5559188519999,0.114570000000004,17,11,14,382.25999999999993
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@H](Oc1c25)c7[nH]c8ccc(\C=C\c9ccccn9)cc8c7C[C@@]36O,517.236541852,5.138000000000006,4,5,3,81.61
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56C(Oc1c25)c7[nH]c8ccc(\C=C\c9ccccn9)cc8c7C[C@@]36O,517.236541852,5.138000000000006,4,5,3,81.61
Clc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,314.10467216000006,3.4947800000000013,4,6,2,86.52000000000001
Fc1cc(F)cc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,316.12480088800004,3.119580000000001,4,6,2,86.52000000000001
CCCC[C@H](NC(=O)O[C@H](Cc1ccccc1)C(C)C)\C=N\NC(=O)N2CCOCC2,432.27365563200004,3.566300000000002,10,5,2,92.25999999999999
CCCC[C@H](NC(=O)O[C@@H](C)Cc1ccccc1)\C=N\NC(=O)N2CCOCC2,404.242355504,2.930200000000001,9,5,2,92.25999999999999
C(N1CCN(CC1)c2ccccc2)c3cnn(c3)c4ccccn4,319.17969567200004,2.5895,4,5,0,37.19
COc1ccccc1N2CCN(Cc3cnn(c3)c4ccccn4)CC2,349.19026035600007,2.5981000000000005,5,6,0,46.42
COc1ccc2CC3N(C)CC[C@@]4([C@@H]5\C(=C\c6ccccc6)\C[C@]34Cc7c5[nH]c8ccccc78)c2c1O,488.246378264,6.193700000000007,2,3,2,48.489999999999995
COc1ccc2CC3N(C)CC[C@@]4([C@@H]5\C(=C(/C)\c6ccccc6)\C[C@]34Cc7c5[nH]c8ccccc78)c2c1O,502.262028328,6.583800000000007,2,3,2,48.489999999999995
C[C@@H](C[C@@H](CS(=O)(=O)N1CCC(CC1)OCc2ccc(Cl)cc2Cl)N(O)C=O)c3ncc(F)cn3,548.1063245439999,3.6433000000000026,11,7,1,112.93
C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CC1)OCc2ccc(Cl)cc2Cl)N(O)C=O)c3ncc(F)cn3,562.121974608,4.033400000000003,11,7,1,112.93
OC(=O)COc1ccccc1\C=C/2\NC(=S)NC2=O,278.0361278,0.4952000000000002,4,4,3,87.66
Oc1ccc(\C=C\2/NC(=S)NC2=O)c(O)c1,236.025563116,0.4429999999999999,1,4,4,81.59
NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc2nc3ccccc3[nH]2,381.00086092400005,2.838700000000001,5,5,2,105.91
NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc2nc3cc(Br)ccc3[nH]2,458.9113729920001,3.6012000000000013,5,5,2,105.91
OC1(CCCc2cc(ccc12)c3ccc(F)cc3)c4ccncc4,319.13724241600005,4.459900000000004,2,2,1,33.120000000000005
OC1(CCCc2cc(ccc12)c3ccc(F)c(F)c3)c4ccncc4,337.1278206040001,4.599000000000004,2,2,1,33.120000000000005
OC(=O)c1cc([nH]n1)c2cn(Cc3ccccc3)c4ccccc24,317.11642672,3.7779000000000025,4,3,2,70.91
COC(=O)c1cc([nH]n1)c2cn(Cc3ccccc3)c4ccccc24,331.132076784,3.8663000000000025,4,4,1,59.910000000000004
OC(CNCCOCCOCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(=[N+]4[B-](F)(F)n23)c5cccs5)cc1)COc6cccc7ccccc67,893.380506908,6.75630000000001,26,10,4,135.32
O[C@@H](CNCCOCCOCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(=[N+]4[B-](F)(F)n23)c5cccs5)cc1)COc6cccc7ccccc67,893.380506908,6.75630000000001,26,10,4,135.32
Cc1nc2CN(C[C@H]3CCCO3)C(=O)c2c(c1CN)c4ccc(Cl)cc4Cl,405.101082272,3.957320000000003,4,4,1,68.45
Cc1nc2CN(C[C@@H]3CCCO3)C(=O)c2c(c1CN)c4ccc(Cl)cc4Cl,405.101082272,3.957320000000003,4,4,1,68.45
C[C@H]1CN2C[C@@H](Cc3ccccc3)NC[C@H]2C[C@@]1(C)c4cccc(O)c4,350.23581357999996,3.5748000000000024,3,3,2,35.5
C[C@H]1CN2C[C@H](Cc3ccccc3)NC[C@H]2C[C@@]1(C)c4cccc(O)c4,350.23581357999996,3.5748000000000024,3,3,2,35.5
Brc1ccc2oc3C(=O)NC(=Nc3c2c1)CN4CCC4,333.01128872400005,2.6375,2,4,1,62.13
OC1CN(CC2=Nc3c(oc4ccc(Br)cc34)C(=O)N2)C1,349.006203344,1.6082999999999996,2,5,2,82.35999999999999
C[C@@H](O)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](Cc5ccccc5)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](N)CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](Cc6ccc(O)cc6)NC1=O)[C@@H](C)O)C(=O)O,1410.6100647999995,-2.1891000000000136,20,20,19,503.0699999999999
C[C@@H](O)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](Cc5ccccc5)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](Cc6ccccc6)NC1=O)[C@@H](C)O)C(=O)O)NC(=O)CNC(=O)[C@H](C)N,1522.6737276759995,-3.27380000000002,24,21,20,541.0399999999998
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3ccc(\C=C\C(=O)NO)cc3,393.168856216,2.755,5,4,4,107.53000000000002
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3cccc(\C=C\C(=O)NO)c3,393.168856216,2.755,5,4,4,107.53000000000002
Nc1ccc(Sc2ccc3C4=C(NCCCc5ccccc5)C(=O)N=C4c6cccc2c36)cc1,461.156183356,5.849600000000004,7,4,2,67.47999999999999
OOc1ccc(Sc2ccc3C4=C(NCCCc5ccccc5)C(=O)N=C4c6cccc2c36)cc1,478.135113564,6.119200000000004,8,5,2,70.92
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5cc(ccc5[nH]4)c6ccc(O)nc6)c3N,449.1600228480001,4.119120000000002,4,7,4,138.5
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5cc(ccc5[nH]4)c6cccnc6)c3N,433.1651082280001,4.413520000000003,4,6,3,118.27
CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)OC,767.4217764040001,2.618600000000008,19,9,7,222.15999999999997
CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)OC,797.4323410879999,2.6272000000000073,20,10,7,231.38999999999996
NCCCCNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)N3CCC4(CC3)C=Cc5ccccc45,485.27907536000004,3.7043000000000026,8,3,4,103.24999999999999
NCCCCCNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)N3CCC4(CC3)C=Cc5ccccc45,499.29472542400003,4.094400000000003,9,3,4,103.24999999999999
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,449.1611657200001,3.303420000000001,6,8,2,115.43999999999998
Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,431.17058753200007,3.164320000000001,6,8,2,115.43999999999998
NS(=O)(=O)c1ccc(cc1)c2c(no[n+]2[O-])[N+](=O)[O-],286.000804912,-0.4693999999999998,3,7,1,156.27
NS(=O)(=O)c1no[n+]([O-])c1c2ccccc2,241.015726704,-0.3775999999999995,2,5,1,113.13000000000001
CC(C)(F)c1onc(n1)[C@@H]2CCCN2C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F,414.167888824,3.315100000000001,6,5,1,85.25
CC(C)(C)c1onc(n1)[C@@H]2CCCN2C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F,410.1929607,3.4080000000000013,5,5,1,85.25
COc1ccc(NC(=O)Nc2nc3cn(C)cc3c4nc(nn24)c5occc5)cc1,403.1392874040001,3.5286000000000017,4,8,2,111.51
CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n4nc(nc4c2c1)c5occc5,431.17058753200007,4.401600000000003,6,8,2,111.51
COc1ccc(cc1)c2ccc(CN3[C@H](CCCS3(=O)=O)C(=O)NO)cc2,390.12494280399994,2.1617999999999995,5,5,2,95.94
CC(C)(C)c1ccc(cc1)c2ccc(CN3[C@H](CCCS3(=O)=O)C(=O)NO)cc2,416.1769783759999,3.450700000000001,4,4,2,86.71000000000001
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C\C=C\c7ccc(Cl)cc7,518.197235152,4.406200000000004,6,5,2,78.87
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C\C=C\c7ccc(Cl)cc7,532.212885216,4.709200000000004,7,5,1,67.87
CCC(CC)C(=O)Nc1cc(nc(n1)c2ccccc2)c3ccc4OCOc4c3,389.17394159599996,4.914000000000003,6,5,1,73.34
CCCC(=O)Nc1cc(nc(n1)c2ccccc2)c3ccc4OCOc4c3,361.14264146799997,4.2779000000000025,5,5,1,73.34
NC1=NC(=O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)ccc2N1,477.16483345599994,1.1928999999999996,10,7,5,178.70999999999998
NC1=NC(=O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)ccc2N1,477.16483345599994,1.1928999999999996,10,7,5,178.70999999999998
O=C(N[C@H]1CN2CCC1CC2)C3c4ccccc4Oc5ccccc35,334.168127944,3.1346000000000016,2,3,1,41.57000000000001
CN([C@H]1CN2CCC1CC2)C(=O)C3c4ccccc4Oc5ccccc35,348.183778008,3.4768000000000017,2,3,0,32.78
CN(CC(=O)N1CCC[C@@H]1B(O)O)C2C3CC4CC(CC2C4)C3,320.227123188,0.7458999999999996,4,4,2,64.01
OB(O)[C@H]1CCCN1C(=O)CNC2C3CC4CC(CC2C4)C3,306.211473124,0.40370000000000106,4,4,3,72.8
COc1ccc(cc1)N2N=C3N(C2=O)c4ccccc4N=C3NC(=O)c5ccncc5,412.128388372,2.6893000000000002,4,8,1,103.41000000000001
O=C(NC1=Nc2ccccc2N3C(=O)N(N=C13)c4ccccc4)c5ccncc5,382.11782368800004,2.6807000000000007,3,7,1,94.18
C[C@H](C(=O)O)c1ccc2c(c1)[nH]c3ccc(Cl)cc23,273.05565630399997,4.162600000000002,2,1,2,53.089999999999996
CC(C(=O)O)c1ccc2c(c1)[nH]c3ccc(Cl)cc23,273.05565630399997,4.162600000000002,2,1,2,53.089999999999996
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,407.164303428,4.945600000000004,4,4,0,9.72
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,437.17486811199996,4.308100000000003,6,5,1,29.950000000000003
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCc3ccccc3C2C(=O)N[C@H](CC(=O)N[C@@H](Cc4ccccc4)C(=O)N)Cc5ccccc5,675.34206954,3.3352400000000024,13,6,5,167.85
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCc3ccccc3C2C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,691.3369841599999,2.306040000000001,13,7,6,188.08
CN(Cc1ccc(cc1)c2ccc(CN(C)C3CCCCC3)cc2)C4CCCCC4,404.31914928,6.882600000000008,7,2,0,6.48
C(NC1CCCCC1)c2ccc(cc2)c3ccc(CNC4CCCCC4)cc3,376.287849152,6.198200000000006,7,2,2,24.06
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c3ccccc3)c(cc1OC)S(=O)(=O)N4CCN(C)CC4,544.2719413799999,2.477900000000001,10,7,0,82.63
COc1cc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c3ccccc3)c(cc1OC)S(=O)(=O)N4CCN(C)CC4,560.266856,1.4487000000000012,10,8,1,102.85999999999999
COc1cc2CCN(C(=O)Nc3cccc(Cl)c3Cl)c2cc1N4C[C@@H](C)N(C)[C@@H](C)C4,462.15893149600004,5.125400000000005,3,4,1,48.050000000000004
COc1cc2CCN(C(=O)Nc3cccc(Cl)c3Cl)c2cc1N4CCN(C)CC4,434.12763136800004,4.348400000000003,3,4,1,48.050000000000004
CN(Cc1csc(C)n1)c2ncnc3ccc(cc23)c4ccc5OCOc5c4,390.11504681599996,4.426820000000004,4,7,0,60.370000000000005
Cc1nc(CNc2ncnc3ccc(cc23)c4ccc5OCOc5c4)cs1,376.09939675199996,4.402520000000002,4,7,1,69.16000000000001
CCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CCCCNC(=O)CCCC#C)C(C)C)C(=O)NCC(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc5ccccc5)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)NCC(=O)N,1783.931079411999,-1.3877600000000112,57,20,24,657.4199999999998
CCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc5ccccc5)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)NCC(=O)N,1561.7942515959992,-1.962560000000023,47,18,22,599.2199999999999
COC(=O)C1C2CCC(CC1c3ccc(cc3)c4occc4)N2,311.152143532,3.343700000000001,3,4,1,51.47
COC(=O)C1C2CCC(CC1c3ccc(cc3)c4occc4)N2C,325.167793596,3.685900000000002,3,4,0,42.68
CN1CCC[C@H]1[C@H]2CS(=O)C(O2)(c3ccccc3)c4ccccc4,341.144949976,3.1294000000000013,3,3,0,29.540000000000003
CN1CCC[C@@H]1[C@@H]2CS(=O)C(O2)(c3ccccc3)c4ccccc4,341.144949976,3.1294000000000013,3,3,0,29.540000000000003
COc1ccccc1N2CCN(C[C@@H]3CO[C@](CN4C(=O)CCC4=O)(O3)c5ccccc5)CC2,465.22637109199997,2.2345999999999995,7,7,0,71.55
COc1ccccc1N2CCN(C[C@H]3CO[C@](CN4C(=O)CCC4=O)(O3)c5ccccc5)CC2,465.22637109199997,2.2345999999999995,7,7,0,71.55
CC(C)C[C@@H](N(Cc1ccccc1)[P@@](=O)(C)c2ccccc2)C(=O)NO,374.175929354,3.642100000000001,8,3,2,69.64
C[C@@H](N(Cc1ccccc1)[P@@](=O)(C)c2ccccc2)C(=O)NO,332.128979162,2.6159,6,3,2,69.64
CN1C(=O)N(C)C2=C(N(CCCN3CCN(CC3)c4cccc(Cl)c4)C(=O)N2)C1=O,432.16766634,0.5927000000000007,5,8,1,88.27000000000001
CN1C(=O)N(C)C2=C(N(CCCN3CCN(CC3)c4ccccc4)C(=O)N2)C1=O,398.20663869199996,-0.06069999999999859,5,8,1,88.27000000000001
CC(C)(N1CCCCC1)C(=O)N[C@@H]2C3C[C@@H]4CC2C[C@@](O)(C4)C3,320.246378264,2.3066999999999993,3,3,2,52.57000000000001
CCC(N1CCCC(F)(F)C1)C(=O)N[C@@H]2C3CC4CC2C[C@@](C4)(C3)C(=O)O,384.2224492599999,2.891800000000001,5,3,2,69.64
Cc1ccc2cccc(Oc3ccncc3S(=O)(=O)N)c2n1,315.06776227600005,2.37792,3,5,1,95.17
NS(=O)(=O)c1cnccc1Oc2cccc3cccnc23,301.05211221200005,2.0694999999999997,3,5,1,95.17000000000002
C(COc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)COc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6,662.481129224,9.251500000000004,10,4,0,24.940000000000005
OC(COc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)COc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6,678.476043844,8.22230000000001,10,5,1,45.17000000000001
COc1ccccc1N2CCN(CC(O)CCNC(=O)c3cnc4ccccc4c3)CC2,434.23179082,2.5464,8,6,2,77.92999999999999
COc1c(Cl)cccc1N2CCN(CCCCNC(=O)c3cnc4ccccc4c3)CC2,452.197903848,4.229000000000003,8,5,1,57.7
CN1CCc2c(C1)c3ccccc3n2CCCCCCCCCn4c5CCN(C)Cc5c6ccccc46,496.356597408,7.002700000000008,10,4,0,16.34
COc1ccc2c(c1)c3CN(C)CCc3n2CCCCCCCCCn4c5CCN(C)Cc5c6cc(OC)ccc46,556.377726776,7.019900000000009,12,6,0,34.8
NNC(=O)NC1=NNC(=S)S1,190.99355178,0.19589000000000034,1,5,4,95.82999999999998
CC(C)C\C=N\NC(=O)NC1=NNC(=S)S1,259.056152036,2.35409,4,5,3,82.16999999999999
COc1ccccc1N2CCN(CCCC[C@@H]3CCCN3C(=O)CC4CC5CCC4C5)CC2,453.335527616,4.804800000000005,9,4,0,36.02
Clc1cccc(c1)N2CCN(CCCC[C@@H]3CCCN3C(=O)CC4CC5CCC4C5)CC2,457.28599058,5.4496000000000056,8,3,0,26.79
COc1ccc(NCCNC(=O)[C@H](Cc2ccccc2Cl)NC(=O)c3cccc(C)c3)cc1,465.181919436,4.226420000000003,10,4,3,79.46000000000001
COc1ccc(NCCNC(=O)[C@H](Cc2ccccc2)NC(=O)c3cccc(C)c3)cc1,431.220891788,3.5730200000000014,10,4,3,79.46000000000001
CNCCC(c1ccc2ccccc2c1)n3ncnn3,267.148395544,2.0252,5,5,1,55.63
CN(C)CCC(c1ccc2ccccc2c1)n3ncnn3,281.16404560800004,2.3674,5,5,0,46.84
Cc1ccc2OC=C(\C=N\CCc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1,370.09872805599997,2.4104200000000002,5,5,1,102.72999999999999
NS(=O)(=O)c1ccc(CC\N=C\C2=COc3ccccc3C2=O)cc1,356.08307799199997,2.1020000000000003,5,5,1,102.73000000000002
COc1ccc(cc1)S(=O)(=O)C(CC(=O)NO)Cc2ccccc2,349.09839370800006,1.9756999999999998,7,5,2,92.7
NS(=O)(=O)c1c(F)c(F)c(c(F)c1F)S(=O)(=O)CCc2ccccc2,397.00656271199995,1.9068000000000007,5,4,1,94.30000000000001
C[C@H]1CN(CCC(=O)N(Cc2cccc(Cl)c2)[C@@H](Cc3ccccc3)C(=O)O)CC[C@@]1(C)c4cccc(O)c4,548.2441853439999,5.759900000000007,10,4,2,81.08000000000001
C[C@H]1CN(CCC(=O)N(Cc2ccccc2)[C@@H](Cc3ccccc3)C(=O)O)CC[C@@]1(C)c4cccc(O)c4,514.2831576959999,5.106500000000006,10,4,2,81.08000000000001
NC[C@H](COCc1cccc(NC(=N)c2cccs2)c1)OCc3cccc(NC(=N)c4cccs4)c3,519.176267168,5.745240000000004,12,7,5,116.24000000000001
NC[C@@H](COCc1cccc(NC(=N)c2cccs2)c1)OCc3cccc(NC(=N)c4cccs4)c3,519.176267168,5.745240000000004,12,7,5,116.24000000000001
CN1C(=O)N(C)c2cc([nH]c2C1=O)c3ccc(OCC(=O)N4CCc5ccccc5C4)cc3,444.179755248,2.195999999999999,4,6,1,89.33
COc1cc(OCC(=O)N2CCc3ccccc3C2)ccc1c4cc5N(C)C(=O)N(C)C(=O)c5[nH]4,474.190319932,2.2046,5,7,1,98.56
