SMILES,MolecularWeight,LogP,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA
COc1ccc(OC)c(CNc2nc(Cl)nc3c2ncn3[C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45)c1,431.13603186399996,2.0215999999999994,6,9,3,114.55000000000001
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(F)c5)nc(Cl)nc34,446.1269444,1.2596999999999992,5,8,4,125.19000000000001
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(Cl)ccc5Cl)nc(Cl)nc34,496.05842150800004,2.4274000000000004,5,8,4,125.19000000000001
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(OC)ccc5OC)nc(Cl)nc34,488.15749558,1.1377999999999995,7,10,4,143.65000000000003
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(I)ccc5Cl)nc(Cl)nc34,587.9940418279999,2.3785999999999996,5,8,4,125.19000000000001
O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(I)c5)nc(Cl)nc34,497.0115504640001,2.609,4,7,3,96.09
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(I)ccc5OC)nc(Cl)nc34,584.043578864,1.7337999999999993,6,9,4,134.42000000000002
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(SC)nc34,474.12408727600007,1.8424999999999996,6,9,4,125.19000000000001
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(I)nc34,554.03301418,1.7251999999999996,5,8,4,125.19000000000001
CCCCC#Cc1nc(NCc2cccc(I)c2)c3ncn([C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45)c3n1,543.113123072,3.497300000000002,6,7,3,96.09
OC[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(I)c5)nc(Cl)nc34,527.022115148,1.9714999999999991,5,8,4,116.32000000000001
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(Cl)nc34,462.09739386,1.7739999999999996,5,8,4,125.19000000000001
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCC(=O)NCCN,566.2156791519999,0.32720000000000093,9,10,6,180.31000000000003
COc1ccc(O)c(CNc2nc(Cl)nc3c2ncn3[C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45)c1,417.12038179999996,1.7185999999999995,5,9,4,125.55000000000001
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Br)c5)nc(Cl)nc34,506.04687828000004,1.883099999999999,5,8,4,125.19000000000001
CCCCC#Cc1nc(NCc2cccc(Br)c2)c3ncn([C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45)c3n1,495.126987172,3.6552000000000024,6,7,3,96.09
O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(Cl)c5)ncnc34,371.11490249600007,2.0043999999999995,4,7,3,96.09
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(c5)C#CCO)nc(Cl)nc34,482.146930896,0.4643999999999993,5,9,5,145.42000000000002
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(nc34)C#CCCCC(=O)O,538.173145644,1.7269999999999996,8,9,5,162.49
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(C)c5)nc(Cl)nc34,442.15201627600004,1.4290199999999993,5,8,4,125.19000000000001
O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(I)c5)ncnc34,463.05052281600007,1.9555999999999998,4,7,3,96.09
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(Cl)ccc5OC)nc(Cl)nc34,492.107958544,1.7825999999999997,6,9,4,134.42000000000002
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5ccc(N)c(I)c5)nc(Cl)nc34,569.043913212,1.3073999999999992,5,9,5,151.20999999999998
CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(I)c5)ncnc34,520.071986532,1.0717999999999996,5,8,4,125.19000000000001
O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5ccccc5F)nc(Cl)nc34,389.10548068400004,2.1434999999999995,4,7,3,96.09
O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(Br)c5)nc(Cl)nc34,449.0254145640001,2.7669000000000006,4,7,3,96.09
COc1cc(F)c(F)cc1CNc2nc(Cl)nc3c2ncn3[C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45,437.106623556,2.291199999999999,5,8,3,105.32000000000001
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(nc23)C#CCC(C)O,418.196467932,-0.8641999999999987,6,10,5,154.65
CONc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C#CCC(C)O,379.14918339199994,-1.4665000000000001,5,11,5,155.01
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(I)nc23,462.0512510880001,-0.38200000000000034,5,9,4,134.42000000000002
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(nc23)C#C[C@@H](C)O,404.180817868,-1.2542999999999986,5,10,5,154.65
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n2cnc3c(N)ncnc23,281.11240396,-1.5899000000000003,2,9,4,139.54
CONc1nc(I)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,423.00396654799994,-0.9843000000000006,4,10,4,134.78
CCOc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,311.122968644,-1.581299999999999,4,10,4,148.77000000000004
CCCCC#Cc1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,317.148789468,0.2008000000000001,3,8,3,119.31
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(I)nc23,464.0305156440001,-0.8405000000000002,5,10,4,143.64999999999998
CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,297.08956034000005,-0.6093000000000004,3,9,3,119.30999999999999
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC(=N)N)ncnc23,350.1451010560001,-2.1130299999999993,4,9,6,184.29000000000002
Nc1nc(SCC#C)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,337.08447495999997,-1.2547000000000006,4,10,4,139.54000000000002
CONc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C#C[Si](C)(C)C,393.146845366,-0.360000000000001,4,10,4,134.78
CONc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C#CCCCC#N,388.14951773999996,-0.5435200000000007,6,11,4,158.57
Nc1ncnc2c1ncn2[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C(=O)NCCO,324.11821761199997,-2.8638,4,10,5,168.64000000000001
CCCCCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,350.1702531840001,-0.6658999999999993,6,9,4,148.40999999999997
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,267.096753896,-1.9800000000000006,2,9,4,139.54000000000002
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(nc23)C#CCCO,404.180817868,-1.2526999999999988,6,10,5,154.65
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(I)nc23,450.01486558000005,-1.2306,4,10,4,143.64999999999998
CCCCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C(=O)NCC)c2n1,444.248503504,1.3352999999999997,9,9,4,134.42000000000002
Nc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,301.05778154399997,-1.3266000000000007,2,9,4,139.54000000000002
CCCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,322.13895305600005,-1.446099999999999,4,9,4,148.40999999999997
Nc1ncnc2c1ncn2[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C(=O)NCC(F)(F)F,362.095037556,-1.293800000000001,3,9,4,148.41000000000003
CNc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,281.11240396,-1.5205000000000009,3,9,4,125.55000000000001
CCCCC[C@@H](O)C#Cc1nc(NCC)c2ncn([C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C(=O)NCC)c2n1,460.24341812399996,0.3061,9,10,5,154.65000000000003
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,308.123302992,-1.8361999999999992,3,9,4,148.40999999999997
CCCCCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,383.16272527999996,0.6923999999999997,8,10,4,139.54000000000002
CONc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C#C,321.10731857999997,-1.6076000000000001,4,10,4,134.78
CCCCC[C@H](O)C#Cc1nc(NCC)c2ncn([C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C(=O)NCC)c2n1,460.24341812399996,0.3061,9,10,5,154.65000000000003
CCCCC#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,377.16991883599997,-0.047200000000000186,6,10,4,134.78000000000003
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(nc23)C#CCCCCO,432.212117996,-0.472499999999999,8,10,5,154.65
Nc1nc(SCC=C)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,339.10012502399996,-0.7019000000000004,5,10,4,139.54000000000002
CONc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](CCl)[C@@H](O)[C@H]3O,349.034459256,0.3109999999999998,4,9,3,114.55000000000001
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(nc23)C#C[C@H](C)O,404.180817868,-1.2542999999999986,5,10,5,154.65
Nc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[N+](=O)[O-],312.08183210399994,-2.0718000000000005,3,11,4,182.68
CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C(=O)NCC)c2n1,416.217203376,0.5551000000000001,7,9,4,134.42000000000002
CCCCc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,312.144947888,3.1481000000000012,3,2,1,32.34
CCc1cc2[C@@H]3CNCCN3C(=O)c2cc1OC,246.136827816,1.3577,2,3,1,41.57000000000001
COc1cc2C(=O)N3CCNC[C@H]3c2cc1Cl,252.066555336,1.4487,1,3,1,41.57
CC(C)[C@H]1CNC[C@@H]2N1C(=O)c3c2cccc3C(F)(F)F,298.129297824,2.8301000000000016,1,2,1,32.34
COc1c(Cl)ccc2[C@@H]3CNCCN3C(=O)c12,252.066555336,1.4486999999999999,1,3,1,41.57
CCc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,284.11364776,2.3679000000000006,1,2,1,32.34
CC(C)c1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,298.129297824,2.9289000000000014,1,2,1,32.34
FC(F)(F)c1ccc(Cl)c2[C@@H]3CNCCN3C(=O)c12,290.04337527999996,2.4589000000000008,0,2,1,32.34
COc1cc(Cl)c2C(=O)N3CCNC[C@H]3c2c1,252.066555336,1.4487,1,3,1,41.57
Clc1ccc2[C@@H]3CNCCN3C(=O)c2c1Cl,256.0170183,2.0934999999999997,0,2,1,32.34
FC(F)(F)c1cc(cc2[C@@H]3CNCCN3C(=O)c12)C#C,280.082347632,1.7867999999999995,0,2,1,32.34
CN1CCN2[C@@H](C1)c3cccc(c3C2=O)C(F)(F)F,270.097997696,2.1477000000000004,0,2,0,23.55
CCc1ccc2[C@@H]3CNCCN3C(=O)c2c1OC,246.136827816,1.3576999999999997,2,3,1,41.57000000000001
Clc1cccc2C3CNCCN3C(=O)c12,222.055990652,1.4401,0,2,1,32.34
CCc1cc(Cl)c2C(=O)N3CCNC[C@H]3c2c1,250.08729078,2.0025,1,2,1,32.34
COc1ccc(Cl)c2C(=O)N3CCNC[C@H]3c12,252.066555336,1.4486999999999999,1,3,1,41.57
C[C@@H]1CNC[C@@H]2N1C(=O)c3c2cccc3C(F)(F)F,270.097997696,2.194,0,2,1,32.34
COc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,286.092912316,1.8141000000000003,1,3,1,41.57
FC(F)(F)Oc1cccc2C3CNCCN3C(=O)c12,272.077262252,1.6852999999999996,1,3,1,41.57
CC[C@@H]1NCCN2[C@@H]1c3cccc(c3C2=O)C(F)(F)F,284.11364776,2.5841000000000003,1,2,1,32.34
C[C@@H]1NCCN2[C@@H]1c3cccc(c3C2=O)C(F)(F)F,270.097997696,2.194,0,2,1,32.34
CCc1ccc(Cl)c2C(=O)N3CCNC[C@H]3c12,250.08729078,2.0025000000000004,1,2,1,32.34
CCCc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,298.129297824,2.758000000000001,2,2,1,32.34
CC(C)Oc1cccc2C3CNCCN3C(=O)c12,246.136827816,1.5739,2,3,1,41.57
OCc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,286.092912316,1.2978000000000003,1,3,2,52.57
O=C1N2CCNCC2c3ccccc13,188.094963004,0.7866999999999995,0,2,1,32.34
CSc1cccc2C3CNCCN3C(=O)c12,234.082684068,1.5086,1,3,1,32.34
Cc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,270.097997696,2.1139200000000002,0,2,1,32.34
Cc1ccc(Cl)c2C(=O)N3CCNC[C@H]3c12,236.071640716,1.7485199999999999,0,2,1,32.34
CCOc1cc2[C@@H]3CNCCN3C(=O)c2c(c1)C(F)(F)F,300.10856238,2.2042,2,3,1,41.57
FC(F)(F)c1cccc2C3CNCCN3C(=O)c12,256.082347632,1.8054999999999994,0,2,1,32.34
C[C@H]1CNC[C@@H]2N1C(=O)c3c2cccc3C(F)(F)F,270.097997696,2.194,0,2,1,32.34
FC(F)(F)c1cccc2[C@@H]3CNCCN3C(=O)c12,256.082347632,1.8054999999999994,0,2,1,32.34
FC(F)(F)c1cc(C=C)cc2[C@@H]3CNCCN3C(=O)c12,282.097997696,2.4485,1,2,1,32.34
COc1cccc2C3CNCCN3C(=O)c12,218.105527688,0.7952999999999999,1,3,1,41.57
Oc1cccc2C3CNCCN3C(=O)c12,204.089877624,0.4923,0,3,2,52.57
Cc1cc(Cn2nnc3c(nc(N)nc23)c4occc4)ccc1N,321.1338081,2.00242,3,8,2,121.67
Nc1ccc(Cn2nnc3c(nc(N)nc23)c4occc4)cc1,307.118158036,1.694,3,8,2,121.67
Nc1nc(c2occc2)c3nnn(Cc4ccccc4)c3n1,292.107259004,2.1117999999999997,3,7,1,95.64999999999999
COc1ccccc1Cn2nnc3c(nc(N)nc23)c4occc4,322.11782368799993,2.1203999999999996,4,8,1,104.88
Nc1nc(c2occc2)c3nnn(Cc4cccc(c4)C(=O)O)c3n1,336.09708824399996,1.8099999999999998,4,8,2,132.95
Nc1nc(c2occc2)c3nnn(Cc4cccc(O)c4)c3n1,308.102173624,1.8173999999999997,3,8,2,115.88
Nc1nc(c2occc2)c3nnn(Cc4cccc(c4)C(F)(F)F)c3n1,360.09464363200004,3.130600000000001,3,7,1,95.64999999999999
Nc1nc(c2occc2)c3nnn(Cc4ccc(F)cc4F)c3n1,328.08841538,2.3900000000000006,3,7,1,95.64999999999999
Nc1ccc(Cn2nnc3c(nc(N)nc23)c4occc4)c(F)c1,325.108736224,1.8331,3,8,2,121.67
Nc1nc(c2occc2)c3nnn(Cc4ccc(N)c(O)c4)c3n1,323.113072656,1.3995999999999997,3,9,3,141.89999999999998
Nc1nc(c2occc2)c3nnn(Cc4cccc(Cl)c4)c3n1,326.06828665200004,2.765200000000001,3,7,1,95.64999999999999
Nc1nc(c2occc2)c3nnn(Cc4ccc(cc4)C#N)c3n1,317.10250797200007,1.98348,3,8,1,119.43999999999998
CC(C)N(C)C(=O)c1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,391.17567291200004,2.592200000000001,5,8,1,115.96000000000001
Nc1ccccc1Cn2nnc3c(nc(N)nc23)c4occc4,307.118158036,1.6939999999999997,3,8,2,121.67
CC(C)c1cc(Cn2nnc3c(nc(N)nc23)c4occc4)ccc1N,349.165108228,2.8174,4,8,2,121.67
Nc1nc(c2occc2)c3nnn(Cc4c(F)cccc4F)c3n1,328.08841538,2.3900000000000006,3,7,1,95.64999999999999
Nc1nc(c2occc2)c3nnn(Cc4cc(F)ccc4F)c3n1,328.08841538,2.3900000000000006,3,7,1,95.64999999999999
Nc1nc(c2occc2)c3nnn(Cc4cccc(c4)[N+](=O)[O-])c3n1,337.092337212,2.0199999999999996,4,9,1,138.79000000000002
Nc1nc(c2occc2)c3nnn(Cc4ccccc4[N+](=O)[O-])c3n1,337.092337212,2.0199999999999996,4,9,1,138.79000000000002
Nc1nc(c2occc2)c3nnn(Cc4cccc(F)c4F)c3n1,328.08841538,2.3900000000000006,3,7,1,95.64999999999999
CC(C)NC(=O)c1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,377.16002284800004,2.25,5,8,2,124.75
Nc1nc(c2occc2)c3nnn(Cc4ccc(N)c(F)c4)c3n1,325.108736224,1.8330999999999997,3,8,2,121.66999999999999
Nc1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,307.118158036,1.6940000000000002,3,8,2,121.67
CNc1ccc(Cn2nnc3c(nc(N)nc23)c4occc4)cc1,321.1338081,2.1535,4,8,2,107.68
Cc1oc(cc1)c2nc(N)nc3c2nnn3Cc4ccccc4F,324.113487256,2.5593200000000005,3,7,1,95.65
NCc1ccc(Cn2nnc3c(nc(N)nc23)c4occc4)cc1,321.1338081,1.5705000000000002,4,8,2,121.67
NC(=O)c1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,335.113072656,1.2107,4,8,2,138.74
Cc1ccccc1Cn2nnc3c(nc(N)nc23)c4occc4,306.12290906799996,2.4202200000000005,3,7,1,95.65
Nc1nc(c2occc2)c3nnn(Cc4ccccc4F)c3n1,310.09783719200004,2.2508999999999997,3,7,1,95.64999999999999
Cc1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,306.12290906799996,2.4202200000000005,3,7,1,95.65
CC(=O)Nc1ccc(Cn2nnc3c(nc(N)nc23)c4occc4)cc1,349.12872272,2.0701999999999994,4,8,2,124.75
COC(=O)c1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,350.11273830799996,1.8983999999999996,4,9,1,121.95
COc1cccc(Cn2nnc3c(nc(N)nc23)c4occc4)c1,322.117823688,2.1204,4,8,1,104.88
CCc1cc(Cn2nnc3c(nc(N)nc23)c4occc4)ccc1N,335.149458164,2.2563999999999997,4,8,2,121.67
Nc1nc(c2occc2)c3nnn(Cc4ccc(cc4)[N+](=O)[O-])c3n1,337.092337212,2.0199999999999996,4,9,1,138.79000000000002
Nc1nc(c2occc2)c3nnn(Cc4cccc(c4)C#N)c3n1,317.10250797200007,1.98348,3,8,1,119.43999999999998
CCCCN(C)c1nc2nn(C)cc2c3nc(nn13)c4occc4,325.165108228,2.5073000000000008,5,8,0,77.28
CC(C)CCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,311.149458164,2.3623000000000003,4,8,1,100.06
Cn1cc2c(nc(NC(CO)CO)n3nc(nc23)c4occc4)n1,329.12363734,0.03609999999999974,5,10,3,126.53
COCCNc1nc2nn(C)cc2c3nc(nn13)c4occc4,313.12872272,1.3293,5,9,1,95.3
Cn1cc2c(nc(NCCCCCCO)n3nc(nc23)c4occc4)n1,355.175672912,2.2356,8,9,2,106.3
CC(O)CNc1nc2nn(C)cc2c3nc(nn13)c4occc4,313.12872272,1.0636999999999996,4,9,2,106.3
CCN(CCO)c1nc2nn(C)cc2c3nc(nn13)c4occc4,327.144372784,1.0896,5,9,1,97.50999999999999
CCCCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,297.1338081,2.1163,4,8,1,100.06
CCCCCC(C)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,353.196408356,3.6517000000000017,7,8,1,86.07000000000001
CC(C)(C)n1cc2c(nc(N)n3nc(nc23)c4occc4)n1,297.1338081,2.0711999999999993,1,8,1,100.06
CC(=CCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1)C,309.1338081,2.2824,3,8,1,100.06
CCCCCN(CCCCC)c1nc2nn(C)cc2c3nc(nn13)c4occc4,395.24335854800006,4.457800000000004,10,8,0,77.28
CCOc1nc2nn(C)cc2c3nc(nn13)c4occc4,284.102173624,1.6696999999999995,3,8,0,83.27
Cn1cc2c(nc(NC(C)(C)C(C)(C)C)n3nc(nc23)c4occc4)n1,353.196408356,3.507600000000002,3,8,1,86.07000000000001
CCCCCNc1nc2nn(C)cc2c3nc(nn13)c4occc4,325.165108228,2.873100000000001,6,8,1,86.07000000000001
Cn1cc2c(nc(NCCCCCO)n3nc(nc23)c4occc4)n1,341.160022848,1.8454999999999997,7,9,2,106.3
CC[C@@H](C)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,311.149458164,2.4814000000000007,4,8,1,86.07000000000001
CNc1nc2nn(C)cc2c3nc(nn13)c4occc4,269.102507972,1.3126999999999998,2,8,1,86.07000000000001
CCCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,283.118158036,1.7261999999999995,3,8,1,100.06
Nc1nc2n[nH]cc2c3nc(nn13)c4occc4,241.07120784399999,0.8427999999999998,1,7,2,110.92
Cn1cc2c(nc(NCCO)n3nc(nc23)c4occc4)n1,299.11307265600004,0.6751999999999998,4,9,2,106.3
CCNc1nc2nn(C)cc2c3nc(nn13)c4occc4,283.118158036,1.7027999999999996,3,8,1,86.07000000000001
CCCCCCC(C)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,367.21205842,4.041800000000003,8,8,1,86.07000000000001
CCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,269.102507972,1.3360999999999998,2,8,1,100.06
CCC(CO)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,327.144372784,1.4537999999999995,5,9,2,106.3
CCC(C)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,311.149458164,2.4814000000000007,4,8,1,86.07000000000001
Cn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,255.08685790799998,0.8531999999999998,1,8,1,100.06
CC[C@H](C)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,311.149458164,2.4814000000000007,4,8,1,86.07000000000001
Cn1cc2c(nc(Cl)n3nc(nc23)c4occc4)n1,274.03698652400004,1.9243999999999994,1,7,0,74.04
CONc1nc2nn(C)cc2c3nc(nn13)c4occc4,285.097422592,1.2442999999999997,3,9,1,95.3
Cn1cc2c(nc(NCCCCO)n3nc(nc23)c4occc4)n1,327.14437278400004,1.4553999999999998,6,9,2,106.3
CN(C)c1nc2nn(C)cc2c3nc(nn13)c4occc4,283.118158036,1.3369999999999995,2,8,0,77.28
CC(C)Nc1nc2nn(C)cc2c3nc(nn13)c4occc4,297.1338081,2.0912999999999995,3,8,1,86.07000000000001
CCN(CC)c1nc2nn(C)cc2c3nc(nn13)c4occc4,311.149458164,2.1171999999999995,4,8,0,77.28
CCCCC(CC)CNc1nc2nn(C)cc2c3nc(nn13)c4occc4,367.21205842,3.899300000000002,8,8,1,86.07000000000001
Cn1cc2c(nc(NCCCO)n3nc(nc23)c4occc4)n1,313.12872272000004,1.0652999999999997,5,9,2,106.3
NS(=O)(=O)[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,243.041272756,-3.925199999999999,2,7,5,150.31
CC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C,427.07844611199994,-1.7103999999999953,7,12,1,183.81999999999996
NS(=O)(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,258.052171788,-4.420599999999997,3,7,6,162.34
COC(=O)[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)N,397.06788142799996,-2.0320999999999962,5,11,1,174.59
C[C@H]1O[C@@H](NS(=O)(=O)N)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C,368.08895121999996,-1.6805999999999963,5,9,2,160.32
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCCOS(=O)(=O)N,534.0825455119999,-2.790999999999995,11,14,2,229.98999999999998
NS(=O)(=O)OCCCNS(=O)(=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,380.0559368399999,-4.684099999999994,8,10,6,205.70999999999998
NS(=O)(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,258.052171788,-4.420599999999997,3,7,6,162.34
CC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,427.07844611199994,-1.7103999999999953,7,12,1,183.81999999999996
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)NCCCOS(=O)(=O)N,548.0981955759999,-2.4008999999999947,12,14,2,229.98999999999998
NS(=O)(=O)OCCCCCCNS(=O)(=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,422.1028870319999,-3.5137999999999967,11,10,6,205.70999999999998
CC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C,427.07844611199994,-1.7103999999999953,7,12,1,183.81999999999996
CCCC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1OC(=O)CCC,539.2036466239998,1.4104000000000017,15,12,1,183.81999999999996
NS(=O)(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,259.03618737600004,-3.9935999999999985,3,8,5,159.54
